name,index_sht,prov,prov_no,dist_no,pale,region,no_jew_count,jew_pop,tot_pop,census,type,jewpop_flag,comments,total,total_flag,prov_name,dist_name,lat,lon,display_name,osm_id,wikidata_id,name_he,name_sim,match_status
Rubiazhevichi,2201Rb1,Minsk,22.0,1.0,Pale,Lithuania,0,912.0,1482.0,1.0,mestechko,,,1482.0,,Minsk,Minsk,53.6904484,26.8646839,"Рубяжэвічы, Стаўбцоўскі раён, Мінская вобласць, Беларусь",243003757.0,Q3919796,,0.923,matched_db_api
Rakov,2201Rk1,Minsk,22.0,1.0,Pale,Lithuania,0,2168.0,3641.0,1.0,mestechko,,,3641.0,,Minsk,Minsk,53.966892,27.052513,"Ракаў, Валожынскі раён, Мінская вобласць, Беларусь",243004944.0,Q2500789,רקאו,1.0,matched_db_api
Samokhvalovichi,2201Sm1,Minsk,22.0,1.0,Pale,Lithuania,0,401.0,567.0,1.0,mestechko,,,567.0,,Minsk,Minsk,53.740215,27.503202,"Самахвалавічы, Мінскі раён, Мінская вобласць, Беларусь",243015539.0,Q3917241,,1.0,matched_db_api
Stolbtsy,2201St1,Minsk,22.0,1.0,Pale,Lithuania,0,2409.0,3754.0,1.0,mestechko,,,3754.0,,Minsk,Minsk,53.4805863,26.7373366,"Стоўбцы, Стаўбцоўскі раён, Мінская вобласць, Беларусь",242978919.0,Q201421,,1.0,matched_db_api
Zaslavl',2201Zs1,Minsk,22.0,1.0,Pale,Lithuania,1,,,0.0,mestechko,,Not mentioned in census; May be no Jews or less than 500 people,,,Minsk,Minsk,54.004494,27.291132,"Заслаўе, Мінскі раён, Мінская вобласць, Беларусь",242979028.0,Q200917,,1.0,matched_db_api
Bobruisk,2202Bb1,Minsk,22.0,2.0,Pale,Lithuania,0,20760.0,34336.0,1.0,Uezdnyi gorod,,,34336.0,,Minsk,Bobruisk,53.1449683,29.2281209,"Бабруйск, Магілёўская вобласць, Беларусь",193823659.0,Q207294,בוברויסק,1.0,matched_db_api
Domanovo,2202Dm1,Minsk,22.0,2.0,Pale,Lithuania,1,,,0.0,,,Not mentioned in census; May be no Jews or less than 500 people,,,Minsk,Bobruisk,53.03555,29.26097,"Вішнёўскі сельскі Савет, Бабруйскі раён, Магілёўская вобласць, Беларусь",243028060.0,Q16645640,,1.0,matched_db_api
Glusk,2202Gl1,Minsk,22.0,2.0,Pale,Lithuania,0,3801.0,5328.0,1.0,mestechko,,,5328.0,,Minsk,Bobruisk,52.8990282,28.6855599,"Глуск, Глускі раён, Магілёўская вобласць, Беларусь",242978953.0,Q2995174,הלוסק,1.0,matched_db_api
Gorki,2202Gr1,Minsk,22.0,2.0,Pale,Lithuania,0,90.0,711.0,1.0,selo,,,711.0,,Minsk,Bobruisk,54.289463,30.9810782,"Горкі, Горацкі раён, Магілёўская вобласць, Беларусь",242978991.0,Q954812,הורקי,1.0,matched_db_api
Gorodok,2202Gr2,Minsk,22.0,2.0,Pale,Lithuania,0,387.0,766.0,1.0,mestechko,,,766.0,,Minsk,Bobruisk,53.0449736,28.7642683,"Завалочыцкі сельскі Савет, Глускі раён, Магілёўская вобласць, Беларусь",7573436.0,Q6481910,,1.0,matched_reverse
Kostrichskaia Slobodka,2202Ks1,Minsk,22.0,2.0,Pale,Lithuania,0,82.0,739.0,1.0,derevnia,,,739.0,,Minsk,Bobruisk,53.3003768,29.323466,"Мышкавіцкі сельскі Савет, Кіраўскі раён, Магілёўская вобласць, Беларусь",4777565.0,Q20475101,,1.0,matched_reverse
Kovchitsy II,2202Kv1,Minsk,22.0,2.0,Pale,Lithuania,0,528.0,544.0,1.0,koloniia,,,544.0,,Minsk,Bobruisk,52.8337719,29.1857489,"Краснаўскі сельскі Савет, Светлагорскі раён, Гомельская вобласць, Беларусь",243028119.0,Q4225900,,0.87,matched_db_api
Liuban',2202Lb1,Minsk,22.0,2.0,Pale,Lithuania,0,732.0,766.0,1.0,mestechko,,,766.0,,Minsk,Bobruisk,52.7919112,27.9994587,"Любань, Любанскі раён, Мінская вобласць, Беларусь",27251066.0,Q200991,,1.0,matched_db_api
Liubonichi,2202Lb2,Minsk,22.0,2.0,Pale,Lithuania,0,506.0,506.0,1.0,mestechko,,,506.0,,Minsk,Bobruisk,53.275021,29.238649,"Любонічы, Кіраўскі раён, Магілёўская вобласць, Беларусь",243027779.0,Q20571210,,1.0,matched_db_api
Novyia Dorogi,2202Nv1,Minsk,22.0,2.0,Pale,Lithuania,0,122.0,851.0,1.0,selo,,Destination is not mentioned correctly,851.0,,Minsk,Bobruisk,53.175121,28.49313,"Дараганава, Асіповіцкі раён, Магілёўская вобласць, Беларусь",243023437.0,Q16641752,,1.0,matched_refined
Osipovich,2202Os1,Minsk,22.0,2.0,Pale,Lithuania,1,28.0,526.0,1.0,derevnia,at_most,Calculated by subtraction from Total value any other groups mentioned in census for this place,526.0,,Minsk,Bobruisk,53.3084631,28.6382068,"Асіповічы, Асіповіцкі раён, Магілёўская вобласць, Беларусь",2271196833.0,Q742161,,0.947,matched_db_api
Ozarichi,2202Oz1,Minsk,22.0,2.0,Pale,Lithuania,0,1308.0,1356.0,1.0,mestechko,,,1356.0,,Minsk,Bobruisk,52.463723,29.2645277,"Азарычы, Калінкавіцкі раён, Гомельская вобласць, Беларусь",242979061.0,Q2388456,,1.0,matched_db_api
Pobolovo,2202Pb1,Minsk,22.0,2.0,Pale,Lithuania,1,,,0.0,,,Not mentioned in census; May be no Jews or less than 500 people,,,Minsk,Bobruisk,53.0137902,29.7799545,"Побалава, Рагачоўскі раён, Гомельская вобласць, Беларусь",243038395.0,Q4366279,,1.0,matched_db_api
Poriech'e,2202Pr1,Minsk,22.0,2.0,Pale,Lithuania,0,54.0,495.0,1.0,derevnia,,,495.0,,Minsk,Bobruisk,52.638992,28.752462,"Парэчча, Акцябрскі раён, Гомельская вобласць, Беларусь",7450046.0,Q4373014,,0.933,matched_reverse
Pastovichi,2202Ps1,Minsk,22.0,2.0,Pale,Lithuania,0,71.0,650.0,1.0,derevnia,,,650.0,,Minsk,Bobruisk,53.0510417,28.4823435,"Паставічы, Старадарожскі раён, Мінская вобласць, Беларусь",7566743.0,Q21650577,,1.0,matched_reverse
Riechen',2202Rc1,Minsk,22.0,2.0,Pale,Lithuania,0,98.0,899.0,1.0,derevnia,,,899.0,,Minsk,Bobruisk,,,,,,,,
Shchedrin,2202Sc1,Minsk,22.0,2.0,Pale,Lithuania,0,4022.0,4234.0,1.0,mestechko,,,4234.0,,Minsk,Bobruisk,52.8891139,29.5548322,"Шчадрын, Жлобінскі раён, Гомельская вобласць, Беларусь",243030598.0,Q4528530,,1.0,matched_db_api
Simonovichi,2202Sm1,Minsk,22.0,2.0,Pale,Lithuania,0,77.0,664.0,1.0,derevnia,,"JewishGen has the wrong place linked (a similarly named place in Grodno, Kobrin: https://www.jewishgen.org/Communities/community.php?usbgn=-1949523)",664.0,,Minsk,Bobruisk,53.0767443,28.633424,"Завалочыцкі сельскі Савет, Глускі раён, Магілёўская вобласць, Беларусь",7573461.0,Q13662789,,1.0,matched_reverse
Startsy,2202St1,Minsk,22.0,2.0,Pale,Lithuania,0,53.0,507.0,1.0,derevnia,,,507.0,,Minsk,Bobruisk,53.2733089,29.4685755,"Кіраўск, Кіраўскі раён, Магілёўская вобласць, Беларусь",6722647.0,Q955115,קיראוסק,1.0,matched_reverse
Staryia Dorogi,2202St2,Minsk,22.0,2.0,Pale,Lithuania,0,55.0,513.0,1.0,derevnia,,,513.0,,Minsk,Bobruisk,53.0393068,28.265286,"Старыя Дарогі, Старадарожскі раён, Мінская вобласць, Беларусь",242978943.0,Q201403,,0.929,matched_db_api
Svisloch',2202Sv1,Minsk,22.0,2.0,Pale,Lithuania,0,1120.0,1787.0,1.0,mestechko,,,1787.0,,Minsk,Bobruisk,53.6454559,27.9157949,Свіслач,243015757.0,Q1410290,,1.0,matched_db_api
Ugarichi,2202Ug1,Minsk,22.0,2.0,Pale,Lithuania,0,3132.0,3884.0,1.0,mestechko,,,3884.0,,Minsk,Bobruisk,52.8061865,29.4227549,"Парыцкі сельскі Савет, Светлагорскі раён, Гомельская вобласць, Беларусь",242979064.0,Q2471796,,0.8,matched_db_api
Uriech'e,2202Ur1,Minsk,22.0,2.0,Pale,Lithuania,0,483.0,509.0,1.0,selo,,,509.0,,Minsk,Bobruisk,52.9479611,27.8834642,"Урэчча, Любанскі раён, Мінская вобласць, Беларусь",242979056.0,Q1169315,,0.923,matched_db_api
Velikie Liaskovichi,2202Vl1,Minsk,22.0,2.0,Pale,Lithuania,0,62.0,495.0,1.0,mestechko,,According to the article http://ru.wikipedia.org/wiki/%D0%9B%D1%8F%D1%81%D0%BA%D0%BE%D0%B2%D0%B8%D1%87%D0%B8_(%D0%9E%D0%BA%D1%82%D1%8F%D0%B1%D1%80%D1%8C%D1%81%D0%BA%D0%B8%D0%B9_%D1%80%D0%B0%D0%B9%D0%BE%D0%BD) united with Liaskovichi,495.0,,Minsk,Bobruisk,,,,,,,,
Vorotyn',2202Vr1,Minsk,22.0,2.0,Pale,Lithuania,0,63.0,694.0,1.0,derevnia,,,694.0,,Minsk,Bobruisk,52.9925749,29.6441413,"Варатынь, Бабруйскі раён, Магілёўская вобласць, Беларусь",4677263.0,Q16631847,,1.0,matched_reverse
Zabolot'e,2202Zb1,Minsk,22.0,2.0,Pale,Lithuania,0,55.0,539.0,1.0,selo,,,539.0,,Minsk,Bobruisk,53.069969,29.488939,Забалацце,243030627.0,Q20469006,,1.0,matched_db_api
Begoml',2203Bg1,Minsk,22.0,3.0,Pale,Lithuania,1,,,0.0,mestechko,,Not mentioned in census; May be no Jews or less than 500 people,,,Minsk,Borisov,54.7327468,28.060805,"Бягомль, Докшыцкі раён, Віцебская вобласць, Беларусь",344174228.0,Q2987876,,1.0,matched_db_api
Borisov,2203Br1,Minsk,22.0,3.0,Pale,Lithuania,0,7722.0,15063.0,1.0,Uezdnyi gorod,,,15063.0,,Minsk,Borisov,54.2240665,28.5117849,"Барысаў, Барысаўскі раён, Мінская вобласць, Беларусь",242978952.0,Q19313,בוריסוב,1.0,matched_db_api
Dokshitsy,2203Dk1,Minsk,22.0,3.0,Pale,Lithuania,0,2762.0,3642.0,1.0,Zashtatnyi gorod,,,3642.0,,Minsk,Borisov,54.8945582,27.7603777,"Докшыцы, Докшыцкі раён, Віцебская вобласць, Беларусь",242978935.0,Q954618,דוקשיצה,1.0,matched_db_api
Dokshitsy,2203Dk2,Minsk,22.0,3.0,Pale,Lithuania,0,2762.0,3642.0,1.0,Zashtatnyi gorod,,,3642.0,,Minsk,Borisov,54.8945582,27.7603777,"Докшыцы, Докшыцкі раён, Віцебская вобласць, Беларусь",242978935.0,Q954618,דוקשיצה,1.0,matched_db_api
Es'mony,2203Es1,Minsk,22.0,3.0,Pale,Lithuania,0,214.0,538.0,1.0,mestechko,,,538.0,,Minsk,Borisov,54.0196008,29.5475542,"Машчаніцкі сельскі Савет, Бялыніцкі раён, Магілёўская вобласць, Беларусь",7572583.0,Q20577547,,1.0,matched_reverse
Gaino,2203Gn1,Minsk,22.0,3.0,Pale,Lithuania,0,243.0,792.0,1.0,mestechko,,,792.0,,Minsk,Borisov,54.2449208,27.709744,"Гайна, Лагойскі раён, Мінская вобласць, Беларусь",243017538.0,Q11171181,,0.8,matched_db_api
Kholopenichi,2203Kl1,Minsk,22.0,3.0,Pale,Lithuania,0,1343.0,2254.0,1.0,mestechko,,,2254.0,,Minsk,Borisov,54.5173452,28.9592835,"Халопенічы, Крупскі раён, Мінская вобласць, Беларусь",242979060.0,Q636403,,1.0,matched_db_api
Krasnoluki,2203Kr1,Minsk,22.0,3.0,Pale,Lithuania,0,519.0,787.0,1.0,mestechko,,,787.0,,Minsk,Borisov,54.617618,28.8340817,"Красналукі, Чашніцкі раён, Віцебская вобласць, Беларусь",243024759.0,Q6502405,,1.0,matched_db_api
Logoisk,2203Lg1,Minsk,22.0,3.0,Pale,Lithuania,0,1442.0,2296.0,1.0,mestechko,,,2296.0,,Minsk,Borisov,54.2005054,27.8475204,"Лагойск, Лагойскі раён, Мінская вобласць, Беларусь",242978939.0,Q200968,,1.0,matched_db_api
Mstizh,2203Ms1,Minsk,22.0,3.0,Pale,Lithuania,1,,,0.0,,,Not mentioned in census; May be no Jews or less than 500 people,,,Minsk,Borisov,54.56368,28.19306,"Мсціж, Барысаўскі раён, Мінская вобласць, Беларусь",243020011.0,Q6515468,,1.0,matched_db_api
Pleshchenitsy,2203Pl1,Minsk,22.0,3.0,Pale,Lithuania,0,884.0,1086.0,1.0,mestechko,,,1086.0,,Minsk,Borisov,54.4240932,27.833254,"Плешчаніцы, Лагойскі раён, Мінская вобласць, Беларусь",242979045.0,Q2659496,,1.0,matched_db_api
Selolevichi,2203Sl1,Minsk,22.0,3.0,Pale,Lithuania,0,1927.0,3037.0,1.0,mestechko,,,3037.0,,Minsk,Borisov,54.0299337,28.089752,"Смалявічы, Смалявіцкі раён, Мінская вобласць, Беларусь",242978945.0,Q201265,,0.857,matched_db_api
Ukhvaly,2203Uk1,Minsk,22.0,3.0,Pale,Lithuania,0,58.0,568.0,1.0,selo,,,568.0,,Minsk,Borisov,54.1043985,29.2148425,Ухвала,243027453.0,Q6543361,,0.857,matched_db_api
Zembin,2203Zm1,Minsk,22.0,3.0,Pale,Lithuania,0,1037.0,1186.0,1.0,mestechko,,,1186.0,,Minsk,Borisov,54.358334,28.2170603,"Зембін, Барысаўскі раён, Мінская вобласць, Беларусь",243019874.0,Q2061031,,1.0,matched_db_api
Bogushevichi,2204Bg1,Minsk,22.0,4.0,Pale,Lithuania,0,61.0,524.0,1.0,selo,,,524.0,,Minsk,Igumen,53.7101336,28.8235393,"Багушэвічы, Бярэзінскі раён, Мінская вобласць, Беларусь",243025792.0,Q6466413,,1.0,matched_db_api
Berezino,2204Br1,Minsk,22.0,4.0,Pale,Lithuania,0,3377.0,4871.0,1.0,mestechko,,,4871.0,,Minsk,Igumen,53.8346711,28.9938174,"Беразіно, Бярэзінскі раён, Мінская вобласць, Беларусь",242978960.0,Q200833,,1.0,matched_db_api
Dukora,2204Dk1,Minsk,22.0,4.0,Pale,Lithuania,0,604.0,1358.0,1.0,mestechko,,,1358.0,,Minsk,Igumen,53.669655,27.953768,"Дукора, Пухавіцкі раён, Мінская вобласць, Беларусь",243015754.0,Q143040,,1.0,matched_db_api
Igumen,2204Ig1,Minsk,22.0,4.0,Pale,Lithuania,0,2817.0,4573.0,1.0,Uezdnyi gorod,,,4573.0,,Minsk,Igumen,53.7141823,28.4181408,"Чэрвень, Чэрвеньскі раён, Мінская вобласць, Беларусь",242978951.0,Q201458,,1.0,matched_db_api
Khidra,2204Kd1,Minsk,22.0,4.0,Pale,Lithuania,0,53.0,557.0,1.0,derevnia,,,557.0,,Minsk,Igumen,,,,,,,,
Kholui,2204Kl1,Minsk,22.0,4.0,Pale,Lithuania,0,461.0,532.0,1.0,mestechko,,,532.0,,Minsk,Igumen,53.412217,28.8221658,"Ліпень, Асіповіцкі раён, Магілёўская вобласць, Беларусь",7589418.0,Q4262448,,0.727,matched_reverse
Lapichi,2204Lp1,Minsk,22.0,4.0,Pale,Lithuania,0,74.0,654.0,1.0,selo,,The place is near the town with the same name,654.0,,Minsk,Igumen,53.436227,28.5439549,"Лапічы, Асіповіцкі раён, Магілёўская вобласць, Беларусь",243023398.0,Q4254239,,1.0,matched_db_api
Lapichi,2204Lp2,Minsk,22.0,4.0,Pale,Lithuania,0,736.0,750.0,1.0,mestechko,,,750.0,,Minsk,Igumen,53.436227,28.5439549,"Лапічы, Асіповіцкі раён, Магілёўская вобласць, Беларусь",243023398.0,Q4254239,,1.0,matched_db_api
Losha,2204Ls1,Minsk,22.0,4.0,Pale,Lithuania,1,,,0.0,,,Not mentioned in census; May be no Jews or less than 500 people,,,Minsk,Igumen,53.420719,27.411526,"Лоша, Уздзенскі раён, Мінская вобласць, Беларусь",243010011.0,Q6507027,,1.0,matched_db_api
Mogil'no,2204Mg1,Minsk,22.0,4.0,Pale,Lithuania,0,305.0,1076.0,1.0,mestechko,,,1076.0,,Minsk,Igumen,53.41209,26.98731,"Магільна, Уздзенскі раён, Мінская вобласць, Беларусь",243005307.0,Q13133651,,1.0,matched_db_api
Pogost,2204Pg1,Minsk,22.0,4.0,Pale,Lithuania,0,704.0,1525.0,1.0,mestechko,,,1525.0,,Minsk,Igumen,53.84691,29.14742,"Пагост, Бярэзінскі раён, Мінская вобласць, Беларусь",243027734.0,Q21579777,,1.0,matched_db_api
Pukhovichi Stan III,2204Pk1,Minsk,22.0,4.0,Pale,Lithuania,0,1761.0,1910.0,1.0,mestechko,,,1910.0,,Minsk,Igumen,53.5283797,28.2527017,"Пухавічы, Пухавіцкі раён, Мінская вобласць, Беларусь",242978942.0,Q3917194,,1.0,matched_refined
Pesochno,2204Ps1,Minsk,22.0,4.0,Pale,Lithuania,0,461.0,1938.0,1.0,mestechko,,,1938.0,,Minsk,Igumen,53.4814648,26.4054104,"Жухавіцкі сельскі Савет, Карэліцкі раён, Гродзенская вобласць, Беларусь",7517934.0,Q6528609,,0.778,matched_reverse
Rudensk,2204Rd1,Minsk,22.0,4.0,Pale,Lithuania,1,,,0.0,,,Not mentioned in census; May be no Jews or less than 500 people,,,Minsk,Igumen,53.5919998,27.8607847,"Рудзенск, Пухавіцкі раён, Мінская вобласць, Беларусь",242979054.0,Q2659499,,1.0,matched_db_api
Ravinichskaia Sloboda,2204Rv1,Minsk,22.0,4.0,Pale,Lithuania,0,89.0,529.0,1.0,derevnia,,,529.0,,Minsk,Igumen,53.9149198,28.562754,Раваніцкая Слабада,243022862.0,Q21651074,,0.905,matched_db_api
Seliba,2204Sl1,Minsk,22.0,4.0,Pale,Lithuania,0,893.0,932.0,1.0,evreiskii poselok,,,932.0,,Minsk,Igumen,53.61517,28.97352,"Сяліба, Бярэзінскі раён, Мінская вобласць, Беларусь",243029416.0,Q48486,,1.0,matched_db_api
Smilovichi,2204Sm1,Minsk,22.0,4.0,Pale,Lithuania,0,2094.0,3133.0,1.0,mestechko,,,3133.0,,Minsk,Igumen,53.7517868,28.0094547,"Смілавічы, Чэрвеньскі раён, Мінская вобласць, Беларусь",242979042.0,Q278100,,1.0,matched_db_api
Shatsk,2204St1,Minsk,22.0,4.0,Pale,Lithuania,0,810.0,967.0,1.0,mestechko,,,967.0,,Minsk,Igumen,53.4351311,27.6945502,"Шацк, Пухавіцкі раён, Мінская вобласць, Беларусь",243017995.0,Q2034974,,1.0,matched_db_api
Sutin,2204St2,Minsk,22.0,4.0,Pale,Lithuania,0,111.0,700.0,1.0,okolitsa,,,700.0,,Minsk,Igumen,53.301281,28.231001,"Суцін, Пухавіцкі раён, Мінская вобласць, Беларусь",7555614.0,Q46060,,1.0,matched_reverse
Turin,2204Tr1,Minsk,22.0,4.0,Pale,Lithuania,0,63.0,636.0,1.0,selo,,,636.0,,Minsk,Igumen,53.584843,28.244581,"Турын, Пухавіцкі раён, Мінская вобласць, Беларусь",7555944.0,Q6541798,,1.0,matched_reverse
Uzda,2204Uz1,Minsk,22.0,4.0,Pale,Lithuania,0,2068.0,2756.0,1.0,mestechko,,,2756.0,,Minsk,Igumen,53.4651646,27.2147692,"Узда, Уздзенскі раён, Мінская вобласць, Беларусь",1580547422.0,Q201429,,1.0,matched_db_api
Uzliany,2204Uz2,Minsk,22.0,4.0,Pale,Lithuania,0,658.0,690.0,1.0,mestechko,,,690.0,,Minsk,Igumen,53.623451,27.714859,"Узляны, Пухавіцкі раён, Мінская вобласць, Беларусь",243018142.0,Q3919612,,1.0,matched_db_api
Zalin,2204Zl1,Minsk,22.0,4.0,Pale,Lithuania,1,,,0.0,,,Not mentioned in census; May be no Jews or less than 500 people,,,Minsk,Igumen,53.61932,28.9967182,Жаліна,243029378.0,Q16699084,,0.909,matched_db_api
Bukcha,2205Bk1,Minsk,22.0,5.0,Pale,Lithuania,0,123.0,635.0,1.0,derevnia,,,635.0,,Minsk,Mozyr',51.754517,27.676476,"Букча, Лельчыцкі раён, Гомельская вобласць, Беларусь",243013532.0,Q4098670,,1.0,matched_db_api
Bielev,2205Bl1,Minsk,22.0,5.0,Pale,Lithuania,0,89.0,840.0,1.0,derevnia,,,840.0,,Minsk,Mozyr',53.811798,36.137001,"Белёв, городское поселение Белёв, Белёвский район, Тульская область, Центральный федеральный округ, 301532, Россия",49293649.0,Q104707,,0.909,matched_nominatim
Blezhevo,2205Bl2,Minsk,22.0,5.0,Pale,Lithuania,0,62.0,627.0,1.0,derevnia,,,627.0,,Minsk,Mozyr',51.4301858,27.3429126,"Блажове, Рівненська область, Україна",337508243.0,Q4087959,,0.75,matched_reverse
Buinovichi,2205Bn1,Minsk,22.0,5.0,Pale,Lithuania,0,85.0,938.0,1.0,selo,,,938.0,,Minsk,Mozyr',51.86671,28.5478,"Буйнавічы, Лельчыцкі раён, Гомельская вобласць, Беларусь",7445583.0,Q4098486,,1.0,matched_reverse
Berezov,2205Br1,Minsk,22.0,5.0,Pale,Lithuania,0,73.0,715.0,1.0,selo,,,715.0,,Minsk,Mozyr',51.58424,27.350121,"Березове, Рівненська область, Україна",337506666.0,Q4085492,,0.933,matched_reverse
Borovoe,2205Br2,Minsk,22.0,5.0,Pale,Lithuania,0,82.0,554.0,1.0,derevnia,,,554.0,,Minsk,Mozyr',51.71179,28.05822,Баравое,243020798.0,Q4094362,,1.0,matched_db_api
Cheliushchevichi,2205Cl1,Minsk,22.0,5.0,Pale,Lithuania,0,79.0,611.0,1.0,derevnia,,,611.0,,Minsk,Mozyr',52.372192,28.7089636,"Чалюшчавіцкі сельскі Савет, Петрыкаўскі раён, Гомельская вобласць, Беларусь",8087865.0,Q4508673,,0.653,matched_reverse
Cholonets,2205Cl2,Minsk,22.0,5.0,Pale,Lithuania,0,60.0,544.0,1.0,derevnia,,,544.0,,Minsk,Mozyr',52.5143632,27.3032705,"Чаланец, Салігорскі раён, Мінская вобласць, Беларусь",7566708.0,Q21650526,,0.889,matched_reverse
Chernichi,2205Cr1,Minsk,22.0,5.0,Pale,Lithuania,0,53.0,534.0,1.0,derevnia,,,534.0,,Minsk,Mozyr',52.064223,27.8226719,Чэрнічы,243013826.0,Q4513722,,1.0,matched_db_api
Dubrova,2205Db1,Minsk,22.0,5.0,Pale,Lithuania,0,72.0,781.0,1.0,derevnia,,,781.0,,Minsk,Mozyr',51.784321,28.213659,"Дуброва, Лельчыцкі раён, Гомельская вобласць, Беларусь",6741806.0,Q4169631,,1.0,matched_reverse
Diakovichi,2205Dk1,Minsk,22.0,5.0,Pale,Lithuania,0,96.0,1037.0,1.0,derevnia,,,1037.0,,Minsk,Mozyr',,,,,,,,
Drozdin,2205Dr1,Minsk,22.0,5.0,Pale,Lithuania,1,,,0.0,,,Not mentioned in census; May be no Jews or less than 500 people,,,Minsk,Mozyr',51.648853,27.227942,"Дроздинь, Старосільська сільська громада, Сарненський район, Рівненська область, 34210, Україна",2926667869.0,Q4168516,,1.0,matched_nominatim
Davyd-Gorodok,2205Dv1,Minsk,22.0,5.0,Pale,Lithuania,0,3087.0,7815.0,1.0,mestechko,,,7815.0,,Minsk,Mozyr',52.054893,27.212591,"Давыд-Гарадок, Столінскі раён, Брэсцкая вобласць, Беларусь",242979026.0,Q956621,,1.0,matched_db_api
Glushkevichi,2205Gl1,Minsk,22.0,5.0,Pale,Lithuania,0,140.0,1369.0,1.0,selo,,,1369.0,,Minsk,Mozyr',51.565701,27.77636,"Глушкавічы, Лельчыцкі раён, Гомельская вобласць, Беларусь",7445617.0,Q3920537,,1.0,matched_reverse
Ivanova Sloboda,2205Iv1,Minsk,22.0,5.0,Pale,Lithuania,0,49.0,491.0,1.0,derevnia,,,491.0,,Minsk,Mozyr',51.852032,27.874111,Іванава Слабада,243016293.0,Q4423535,,1.0,matched_db_api
Komarovichi,2205Km1,Minsk,22.0,5.0,Pale,Lithuania,0,74.0,532.0,1.0,selo,,,532.0,,Minsk,Mozyr',52.464703,28.46093,"Камаровічы, Петрыкаўскі раён, Гомельская вобласць, Беларусь",7450245.0,Q20664168,,1.0,matched_reverse
Kopatkevichi,2205Kp1,Minsk,22.0,5.0,Pale,Lithuania,0,1310.0,1768.0,1.0,mestechko,,,1768.0,,Minsk,Mozyr',52.3125777,28.8194829,"Капаткевічы, Петрыкаўскі раён, Гомельская вобласць, Беларусь",242979067.0,Q2659561,,1.0,matched_db_api
Korolin,2205Kr1,Minsk,22.0,5.0,Pale,Lithuania,0,99.0,638.0,1.0,derevnia,,,638.0,,Minsk,Mozyr',51.8460609,30.0866161,Каралін,6816189.0,Q4213955,,0.857,matched_db_api
Kustavnitsa,2205Ks1,Minsk,22.0,5.0,Pale,Lithuania,0,80.0,498.0,1.0,okolitsa,,,498.0,,Minsk,Mozyr',,,,,,,,
Liudzenevichi,2205Ld1,Minsk,22.0,5.0,Pale,Lithuania,0,167.0,985.0,1.0,selo,,,985.0,,Minsk,Mozyr',52.20686,27.695761,"Людзяневічы, Жыткавіцкі раён, Гомельская вобласць, Беларусь",7443406.0,Q3919766,,0.96,matched_reverse
Lakhva,2205Lk1,Minsk,22.0,5.0,Pale,Lithuania,0,1057.0,2426.0,1.0,mestechko,,,2426.0,,Minsk,Mozyr',52.2157287,27.0999722,"Лахва, Лунінецкі раён, Брэсцкая вобласць, Беларусь",25132030.0,,,1.0,matched_db_api
Lel'chitsy,2205Ll1,Minsk,22.0,5.0,Pale,Lithuania,0,180.0,890.0,1.0,mestechko,,,890.0,,Minsk,Mozyr',51.7861783,28.3289657,"Лельчыцы, Лельчыцкі раён, Гомельская вобласць, Беларусь",242978944.0,Q2607484,,1.0,matched_db_api
Lenin,2205Ln1,Minsk,22.0,5.0,Pale,Lithuania,0,753.0,1173.0,1.0,mestechko,,,1173.0,,Minsk,Mozyr',52.339291,27.487881,"Ленін, Жыткавіцкі раён, Гомельская вобласць, Беларусь",243014744.0,Q2093899,,1.0,matched_db_api
Liaskovichi,2205Ls1,Minsk,22.0,5.0,Pale,Lithuania,0,67.0,729.0,1.0,selo,,http://ru.wikipedia.org/wiki/%D0%9B%D1%8F%D1%81%D0%BA%D0%BE%D0%B2%D0%B8%D1%87%D0%B8_(%D0%9E%D0%BA%D1%82%D1%8F%D0%B1%D1%80%D1%8C%D1%81%D0%BA%D0%B8%D0%B9_%D1%80%D0%B0%D0%B9%D0%BE%D0%BD),729.0,,Minsk,Mozyr',52.65979,28.534069,Ляскавічы,243023480.0,Q4272768,,1.0,matched_db_api
Mikashevichi,2205Mk1,Minsk,22.0,5.0,Pale,Lithuania,1,,,0.0,,,Not mentioned in census; May be no Jews or less than 500 people,,,Minsk,Mozyr',52.2244298,27.4874142,"Мікашэвічы, Лунінецкі раён, Брэсцкая вобласць, Беларусь",242979032.0,Q956464,,1.0,matched_db_api
Mokrovo,2205Mk2,Minsk,22.0,5.0,Pale,Lithuania,0,94.0,818.0,1.0,selo,,,818.0,,Minsk,Mozyr',52.22591,27.24515,Мокрава,243008153.0,Q21658537,,1.0,matched_db_api
Meleshkovichi,2205Ml1,Minsk,22.0,5.0,Pale,Lithuania,0,127.0,1339.0,1.0,selo,,,1339.0,,Minsk,Mozyr',51.921558,28.983311,"Мялешкавічы, Мазырскі раён, Гомельская вобласць, Беларусь",243024322.0,Q4289425,,1.0,matched_db_api
Mozyr',2205Mz1,Minsk,22.0,5.0,Pale,Lithuania,0,5631.0,8076.0,1.0,Uezdnyi gorod,,,8076.0,,Minsk,Mozyr',52.0494531,29.2676261,"Мазыр, Мазырскі раён, Гомельская вобласць, Беларусь",277491317.0,Q386487,מאזיר,1.0,matched_db_api
