index,name,prov,dist,pale,region,jews,total,type,no_jews,is_census,total_flag,jewish_flag,comments,name_he,modern_name,dist_code,index_sht,osm_id,wikidata_id,lat,lon
1377,Krutye,Podolia,Balta,1,South-West,2389,4767,mestechko,0,1,"","","","","Круті, Кодимська міська громада, Подільський район, Одеська область, Україна",3202,3202Kr2,1107990989,Q4242557,47.958069,29.20166
1378,Manshurovka,Podolia,Balta,1,South-West,563,563,koloniia,0,1,"","","","","",3202,3202Mn1,,"",,
1379,Okny,Podolia,Balta,1,South-West,1530,2430,mestechko,0,1,"","","","","Окни, Окнянська селищна громада, Подільський район, Одеська область, 67900, Україна",3202,3202Ok1,193432820,Q1786696,47.5399,29.45881
1380,Peschana,Podolia,Balta,1,South-West,870,4839,mestechko,0,1,"","","","","Піщана, Одеська область, Україна",3202,3202Ps1,1106437689,Q4359998,48.12664,29.73278
1381,Rybnitsy,Podolia,Balta,1,South-West,1574,4029,mestechko,0,1,"","","",ריבניצה,"Рыбницкий городской совет, Районул Рыбница / Рыбницкий район / Рибницький район, Нистрения / Приднестровье / Придністров'я, Moldova",3202,3202Ry1,278775677,Q216363,47.7661115,29.0073366
1382,Savran',Podolia,Balta,1,South-West,3198,5887,mestechko,0,1,"","","",סאווראן,"Саврань, Савранська селищна громада, Подільський район, Одеська область, 66200, Україна",3202,3202Sv1,337658948,Q1529447,48.1246576,30.0796984
1383,Vadaturkol,Podolia,Balta,1,South-West,123,1011,selo,0,1,"","",http://www.rujen.ru/index.php/%D0%92%D0%90%D0%94%D0%90%D0%A2%D0%A3%D0%A0%D0%9A%D0%9E%D0%9B,"","Вадатурково, Районул Рыбница / Рыбницкий район / Рибницький район, Нистрения / Приднестровье / Придністров'я, Moldova",3202,3202Vd1,19015284,Q20858874,47.943409,28.9916447
1384,Vykhvatentsy,Podolia,Balta,1,South-West,30,1060,selo,1,1,"",at_most,Calculated by subtraction from Total value any other groups mentioned in census for this place,"","Выхватинцы, Выхватинецкий сельский совет, Районул Рыбница / Рыбницкий район / Рибницький район, Unitățile administrativ-teritoriale din stînga Nistrului, Нистрения / Приднестровье / Придністров'я, Moldova",3202,3202Vy1,710621634,Q370804,47.667525,28.9968714
1385,Bratslav,Podolia,Bratslav,1,South-West,3290,7863,Uezdnyi gorod,0,1,"","","",ברסלב,"Брацлав, Брацлавська селищна громада, Тульчинський район, Вінницька область, 22870, Україна",3203,3203Br1,337584288,Q903241,48.8268749,28.9379724
1386,Nemirov,Podolia,Bratslav,1,South-West,5287,8920,mestechko,0,1,"","","","","Немирів, Вінницька область, Україна",3203,3203Nm1,337578443,Q997335,48.9654035,28.8430131
1387,Pechara,Podolia,Bratslav,1,South-West,896,2455,mestechko,0,1,"","","","","Печера, Вінницька область, Україна",3203,3203Pc1,337583315,Q4362030,48.852417,28.722033
1388,Shpikov,Podolia,Bratslav,1,South-West,1875,4901,mestechko,0,1,"","","",שפיקיב,"Винокурня, Вінницька область, Україна",3203,3203Sp1,337585989,Q2652167,48.7860654,28.5647525
1389,Tul'chin,Podolia,Bratslav,1,South-West,10055,16245,mestechko,0,1,"","","",טולצ'ין,"Тульчин, Тульчинська міська громада, Тульчинський район, Вінницька область, 23600, Україна",3203,3203Tl1,337589863,Q997568,48.6730485,28.8569476
1390,Trostianets,Podolia,Bratslav,1,South-West,2421,4421,mestechko,0,1,"","","","","Тростянець, Тростянецька селищна громада, Гайсинський район, Вінницька область, 24300, Україна",3203,3203Tr1,337595939,Q1019843,48.51227,29.2226589
1391,Verkhovka,Podolia,Bratslav,1,South-West,1094,3091,mestechko,0,1,"","","","","Верхівка, Ободівська сільська громада, Гайсинський район, Вінницька область, 24350, Україна",3203,3203Vr1,337598225,Q4109051,48.4430532,29.1611894
1392,Voronovitsa,Podolia,Bratslav,1,South-West,1411,3013,mestechko,0,1,"","","","","Вороновиця, Вінницька область, Україна",3203,3203Vr2,337571592,Q2473575,49.1117881,28.6889425
1393,Brailov,Podolia,Vinnitsa,1,South-West,3721,8561,mestechko,0,1,"","",Name of district as it mentioned in census,"","Браїлів, Вінницька область, Україна",3204,3204Br1,337571700,Q2641183,49.1092468,28.1594997
1394,Gnivan',Podolia,Vinnitsa,1,South-West,72,1289,sel'skokhoziaistvennyi zavod s poselkom,1,1,"",at_most,Name is different from the mentioned in census: Gnivan'skii; Calculated by subtraction from Total value any other groups mentioned in census for this place,"","Гнівань, Гніванська міська громада, Вінницький район, Вінницька область, 23310, Україна",3204,3204Gn1,337572390,Q155330,49.0933696,28.338343
1395,Ianov,Podolia,Vinnitsa,1,South-West,2088,5545,mestechko,0,1,"","",Choosed according to: http://leonid-70.narod.ru/text/Doc12.htm,"","Іванів, Вінницька область, Україна",3204,3204In1,9442084,Q4196383,49.4852718,28.3424484
1396,Iuzvin,Podolia,Vinnitsa,1,South-West,445,1920,mestechko,0,1,"","","","",Звиняче,3204,3204Iz1,337543235,Q4189649,49.8396486,28.9809088
1397,Kalinovka,Podolia,Vinnitsa,1,South-West,1052,2558,mestechko,0,1,"","","",קאליניבקה,"Калинівка, Калинівська міська громада, Хмільницький район, Вінницька область, Україна",3204,3204Kl1,4857065563,Q1020122,49.4583688,28.5262638
1398,Miziakov,Podolia,Vinnitsa,1,South-West,307,1949,mestechko,0,1,"","","","","Мізяків, Вінницька область, Україна",3204,3204Mz1,337560563,Q4292929,49.395901,28.381809
1399,Novyi Pikov,Podolia,Vinnitsa,1,South-West,1479,1479,mestechko,0,1,"","","","","Пиків, Іванівська сільська громада, Хмільницький район, Вінницька область, 22420, Україна",3204,3204Nv1,337554367,Q4362602,49.5618258,28.3000677
1400,Stanislavchik,Podolia,Vinnitsa,1,South-West,1207,5142,mestechko,0,1,"","","",סטניסלבצ'יק,"Станіславчик, Станіславчицька сільська громада, Жмеринський район, Вінницька область, 23160, Україна",3204,3204St1,337578263,Q4439409,48.9690126,28.105856
1401,Strizhavka,Podolia,Vinnitsa,1,South-West,795,2203,mestechko,0,1,"","","","","Стрижавка, Вінницька область, Україна",3204,3204St2,1739957292,Q1999944,49.3097584,28.4730593
1402,Tyvrov,Podolia,Vinnitsa,1,South-West,1051,3153,mestechko,0,1,"","","","","Тиврів, Вінницька область, Україна",3204,3204Ty1,337576138,Q2473589,49.0139727,28.507999
1403,Vinnitsa,Podolia,Vinnitsa,1,South-West,11689,30563,Uezdnyi gorod,0,1,"","","",ויניצה,"Вінниця, Вінницька область, Україна",3204,3204Vn1,249748477,Q157144,49.2320162,28.467975
1404,Voroshilovka,Podolia,Vinnitsa,1,South-West,1592,3180,mestechko,0,1,"","","","","Ворошилівка, Вінницька область, Україна",3204,3204Vr1,337574856,Q4126003,49.043103,28.3326403
1405,Zhmerinka,Podolia,Vinnitsa,1,South-West,2396,13944,poselok I zhelezno-dorozhnaia stantsiia,0,1,"","","","","Жмеринка, Вінницька область, Україна",3204,3204Zm1,337574997,Q956117,49.0354593,28.1147317
1406,Granov,Podolia,Gaisin,1,South-West,753,6850,mestechko,0,1,"","","","","Гранів, Краснопільська сільська громада, Гайсинський район, Вінницька область, 23731, Україна",3205,3205Gr1,301524923,Q4147942,48.873363,29.566227
1407,Gaisin,Podolia,Gaisin,1,South-West,4321,9374,Uezdnyi gorod,0,1,"","","","","Гайсин, Гайсинська міська громада, Гайсинський район, Вінницька область, 23700, Україна",3205,3205Gs1,337584871,Q574553,48.8120874,29.3893874
1408,Gaivoron,Podolia,Gaisin,1,South-West,52,1416,selo,1,1,"",at_most,Calculated by subtraction from Total value any other groups mentioned in census for this place,הייבורון,"Гайворон, Гайворонська міська громада, Голованівський район, Кіровоградська область, 26300, Україна",3205,3205Gv1,2449053011,Q591848,48.3406905,29.8593204
1409,Ivangorod,Podolia,Gaisin,1,South-West,442,3032,mestechko,0,1,"","","","","Івангород, Христинівська міська громада, Уманський район, Черкаська область, 20040, Україна",3205,3205Iv1,252417658,Q7265327,48.8009869,29.8039148
1410,Kiblich,Podolia,Gaisin,1,South-West,1067,3096,mestechko,0,1,"","","","","Кіблич, Гайсинська міська громада, Гайсинський район, Вінницька область, 23755, Україна",3205,3205Kb1,399222219,Q4219980,48.7221371,29.5665076
1411,Kuna,Podolia,Gaisin,1,South-West,206,1764,mestechko,0,1,"","","","","Куна, Гайсинська міська громада, Гайсинський район, Вінницька область, 23714, Україна",3205,3205Kn1,337586145,Q703581,48.78083,29.346933
1412,Khashchevata,Podolia,Gaisin,1,South-West,3266,4850,mestechko,0,1,"","","Print error on census: says 3266 Muslims. Since this was an actual Shtetl, must be an error and should be Jews instead.","","Хащувате, Гайворонська міська громада, Голованівський район, Кіровоградська область, 26331, Україна",3205,3205Ks1,1001086395,Q4496794,48.3026381,29.9497059
1413,Ladyzhin,Podolia,Gaisin,1,South-West,3212,6589,mestechko,0,1,"","","","","Ладижин, Вінницька область, Україна",3205,3205Ld1,291732038,Q1020083,48.6810505,29.2567642
1414,Raigorod,Podolia,Gaisin,1,South-West,995,2240,mestechko,0,1,"","","","","Райгород, Райгородська сільська громада, Гайсинський район, Вінницька область, 22880, Україна",3205,3205Rg1,337582071,Q4388914,48.8798126,29.0792018
1415,Sobolevka,Podolia,Gaisin,1,South-West,1121,5745,mestechko,0,1,"","","","","Соболівка, Соболівська сільська громада, Гайсинський район, Вінницька область, 23820, Україна",3205,3205Sb1,337591970,Q2031451,48.6148597,29.4832744
1416,Teplik,Podolia,Gaisin,1,South-West,3725,7044,mestechko,0,1,"","","","","Теплик, Теплицька селищна громада, Гайсинський район, Вінницька область, 23800, Україна",3205,3205Tp1,337590253,Q2473433,48.6636,29.74686
1417,Ternovka,Podolia,Gaisin,1,South-West,2823,5364,mestechko,0,1,"","","","","Тернівка, Джулинська сільська громада, Гайсинський район, Вінницька область, 24443, Україна",3205,3205Tr1,344695158,Q4456011,48.5346659,29.9681662
1418,Ziatkovtsy,Podolia,Gaisin,1,South-West,348,2830,mestechko,0,1,"","","","","Зятківці, Вінницька область, Україна",3205,3205Zt1,337587567,Q4195042,48.730843,29.476923
1419,Butsnevtsy,Podolia,Letichev,1,South-West,304,1265,mestechko,0,1,"","",Name of district as it mentioned in census; http://www.rujen.ru/index.php/%D0%91%D0%A3%D0%9D%D0%A6%D0%95%D0%92%D0%9E,"",Буцневе,3206,3206Bt1,337566837,Q4100596,49.222179,27.443159
1420,Derezhnia,Podolia,Letichev,1,South-West,3333,4884,mestechko,0,1,"","","","","Деражня, Хмельницька область, Україна",3206,3206Dr1,313202432,Q219775,49.2686082,27.4337581
1421,Letichev,Podolia,Letichev,1,South-West,4108,7248,Uezdnyi gorod,0,1,"","","","","Летичів, Летичівська селищна громада, Хмельницький район, Хмельницька область, 31500, Україна",3206,3206Lt1,337560954,Q2431181,49.38286,27.62306
1422,Medzhibozh,Podolia,Letichev,1,South-West,6040,8164,mestechko,0,1,"","","","","Меджибіж, Хмельницька область, Україна",3206,3206Md1,2318438210,Q1022485,49.4367227,27.404104
1423,Mikhalpol',Podolia,Letichev,1,South-West,1392,2370,mestechko,0,1,"","",Choosed according to: http://www.rujen.ru/index.php/%D0%9C%D0%98%D0%A5%D0%90%D0%9B%D0%9F%D0%9E%D0%9B%D0%AChttp://lorinda.ru/pod8,"",Михайлівка,3206,3206Mk1,337566133,Q4297661,49.2366725,27.1385441
1424,Snitovka,Podolia,Letichev,1,South-West,231,1436,mestechko,0,1,"","","","","Снітівка, Летичівська селищна громада, Хмельницький район, Хмельницька область, 31543, Україна",3206,3206Sn1,337562803,Q4425606,49.32999,27.53277
1425,Staro Zakrevskii Maidan,Podolia,Letichev,1,South-West,519,595,koloniia,0,1,"","","","","Старий Майдан, Хмельницька область, Україна",3206,3206St1,337564801,Q4441094,49.2720464,27.5887394
1426,Volkovintsy,Podolia,Letichev,1,South-West,1178,3652,mestechko,0,1,"","","","","Вовковинці, Хмельницька область, Україна",3206,3206Vl1,337566899,Q1973699,49.2073568,27.6559732
1427,Zin'kov,Podolia,Letichev,1,South-West,3719,7024,mestechko,0,1,"","","","","Зіньків, Хмельницька область, Україна",3206,3206Zn1,337572310,Q4192261,49.0925182,27.0734795
1428,D'iakovtsy,Podolia,Litin,1,South-West,395,2388,mestechko,0,1,"","","","","Дяківці, Вінницька область, Україна",3207,3207Dk1,337560695,Q402949,49.3920813,27.8734325
1429,Khmiel'nik,Podolia,Litin,1,South-West,5977,11657,Bezuiezdnyi gorod,0,1,"","","",חמילניק,"Хмільник, Вінницька область, Україна",3207,3207Km1,1723694093,Q1011310,49.556175,27.9491205
1430,Litin,Podolia,Litin,1,South-West,3874,9420,Uezdnyi gorod,0,1,"","","","","Літин, Вінницька область, Україна",3207,3207Lt1,337563109,Q2473421,49.3289764,28.0740254
1431,Mezhirov,Podolia,Litin,1,South-West,1345,2268,mestechko,0,1,"","","","","Межирів, Вінницька область, Україна",3207,3207Mz1,337573479,Q4288782,49.073521,28.011021
1432,Novo-Konstantinov,Podolia,Litin,1,South-West,2320,3907,mestechko,0,1,"","","","","Новокостянтинів, Летичівська селищна громада, Хмельницький район, Хмельницька область, 31361, Україна",3207,3207Nv1,337557581,Q4324245,49.4802237,27.7294557
1433,Piliava,Podolia,Litin,1,South-West,752,3701,mestechko,0,1,"","","","","Пилява, Хмельницька область, Україна",3207,3207Pl1,337553268,Q2089717,49.596401,27.46376
1434,Sal'nitsa,Podolia,Litin,1,South-West,903,3699,Zashtatnyi gorod,0,1,"","","","","Сальниця, Вінницька область, Україна",3207,3207Sl1,337547016,Q4406195,49.73682,28.02132
1435,Staraia Siniava,Podolia,Litin,1,South-West,2279,4618,mestechko,0,1,"","","",סטארה סיניאווה,"Заставці, Хмельницька область, Україна",3207,3207St1,337553077,Q2391293,49.5971513,27.615815
1436,Ulanov,Podolia,Litin,1,South-West,2000,2047,mestechko,0,1,"","","","","Уланів, Вінницька область, Україна",3207,3207Ul1,337548943,Q335665,49.6939529,28.1323125
1437,Vasiutintsy,Podolia,Litin,1,South-West,96,929,selo,0,1,"","",Name of district as it mentioned in census,"","Васютинці, Вінницька область, Україна",3207,3207Vs1,14183041,Q3618280,49.14047,27.7779
1438,Bar,Podolia,Mogilev,1,South-West,5773,9982,Zashtatnyi gorod,0,1,"","",Name of district as it mentioned in census,"","Бар, Вінницька область, Україна",3208,3208Br1,337573492,Q737925,49.077621,27.6813781
1439,Ialtushkov,Podolia,Mogilev,1,South-West,1238,3533,mestechko,0,1,"","","","","Ялтушків, Вінницька область, Україна",3208,3208Il1,337577372,Q3624222,48.9901,27.50874
1440,Iaryshev,Podolia,Mogilev,1,South-West,1499,3642,mestechko,0,1,"","","","","Яришів, Вінницька область, Україна",3208,3208Ir1,337595961,Q4539130,48.512192,27.63199
1441,Izrailovka,Podolia,Mogilev,1,South-West,7,928,selo,1,1,"",at_most,Calculated by subtraction from Total value any other groups mentioned in census for this place,"","Жеребилівка, Вінницька область, Україна",3208,3208Iz1,337592463,Q4179575,48.599739,27.63611
1442,Komarovetskie Khutora,Podolia,Mogilev,1,South-West,58,495,khutor,0,1,"","",Choosed according to: http://lorinda.ru/pod8,"",Komarovetskie Khutora (Barskie Khutora),3208,3208Km1,,"",49.13334,27.63333
1443,Kopaigorod,Podolia,Mogilev,1,South-West,1720,2950,mestechko,0,1,"","","","","Копайгород, Вінницька область, Україна",3208,3208Kp1,337583044,Q1999850,48.85654,27.7985
1444,Liantskorun',Podolia,Mogilev,1,South-West,1893,3772,mestechko,0,1,"","","","","Зарічанка, Чемеровецька селищна громада, Кам’янець-Подільський район, Хмельницька область, 31652, Україна",3208,3208Ln1,337581080,Q4187201,48.8886802,26.3812349
1445,Mogilev,Podolia,Mogilev,1,South-West,12344,22315,Uezdnyi gorod,0,1,"","","",מוהיליב-פודילסקי,"Могилів-Подільський, Могилів-Подільська міська громада, Могилів-Подільський район, Вінницька область, 24006, Україна",3208,3208Mg1,337598184,Q997469,48.442544,27.7991124
1446,Ozarintsy,Podolia,Mogilev,1,South-West,994,3954,mestechko,0,1,"","","","","Озаринці, Могилів-Подільська міська громада, Могилів-Подільський район, Вінницька область, 24041, Україна",3208,3208Oz1,337594709,Q2510543,48.541691,27.804672
1447,Popovtsy,Podolia,Mogilev,1,South-West,511,3454,selo,0,1,"","","","","Попівці, Вінницька область, Україна",3208,3208Pp1,337580817,Q3621205,48.90221,27.83318
1448,Snitkov,Podolia,Mogilev,1,South-West,1126,2886,mestechko,0,1,"","","","","Снітків, Мурованокуриловецька селищна громада, Могилів-Подільський район, Вінницька область, 23417, Україна",3208,3208Sn1,337584936,Q4425605,48.809692,27.6328025
1449,Shargorod,Podolia,Mogilev,1,South-West,3989,5529,mestechko,0,1,"","","","","Поляна, Вінницька область, Україна",3208,3208Sr1,337587448,Q691504,48.7498267,28.08317
1450,Verkhovka,Podolia,Mogilev,1,South-West,251,1344,mestechko,0,1,"","","","","Верхівка, Вінницька область, Україна",3208,3208Vr1,337580638,Q3618288,48.9027982,27.6509902
1451,Bershad,Podolia,Ol'gopol',1,South-West,6603,8885,mestechko,0,1,"","","","","Бершадь, Бершадська міська громада, Гайсинський район, Вінницька область, 24400-24404, Україна",3209,3209Br1,207430698,Q827229,48.36594,29.51889
1452,Chechel'nik,Podolia,Ol'gopol',1,South-West,3388,7993,mestechko,0,1,"","","","","Чечельник, Чечельницька селищна громада, Гайсинський район, Вінницька область, 24800-24804, Україна",3209,3209Cc1,246046839,Q1721808,48.2126987,29.3598689
1453,Frunzovka,Podolia,Ol'gopol',1,South-West,,,"",1,0,"","",Not mentioned in census; May be no Jews or less than 500 people,"","Фрунзовка, Грушковский сельский совет, Районул Каменка / Каменский район / Кам'янський район, Unitățile administrativ-teritoriale din stînga Nistrului, Нистрения / Приднестровье / Придністров'я, Moldova",3209,3209Fr1,278775889,Q4493151,48.1556709,28.5855974
1454,Kamenka,Podolia,Ol'gopol',1,South-West,2902,6746,mestechko,0,1,"","","","","Каменка, Районул Каменка / Каменский район / Кам'янський район, Нистрения / Приднестровье / Придністров'я, Moldova",3209,3209Km1,278775848,Q2021260,48.0321816,28.7042359
1455,Kryzhopol',Podolia,Ol'gopol',1,South-West,668,1126,poselok,0,1,"","","",קריז'ופיל,"Голубече, Вінницька область, Україна",3209,3209Kr1,337600364,Q2391279,48.38568,28.86941
1456,Miastkovka,Podolia,Ol'gopol',1,South-West,2105,7996,mestechko,0,1,"","","","","Городківка, Городківська сільська громада, Тульчинський район, Вінницька область, 24615, Україна",3209,3209Ms1,337600427,Q2064434,48.3805801,28.6870061
1457,Obodovka,Podolia,Ol'gopol',1,South-West,1676,7754,mestechko,0,1,"","","","","Ободівка, Ободівська сільська громада, Гайсинський район, Вінницька область, 24353, Україна",3209,3209Ob1,337599788,Q4329470,48.404388,29.243467
1458,Ol'gopol',Podolia,Ol'gopol',1,South-West,2473,8134,Uezdnyi gorod,0,1,"","","","","Ольгопіль, Ольгопільська сільська громада, Гайсинський район, Вінницька область, 24830, Україна",3209,3209Ol1,337657024,Q393307,48.184544,29.486103
1459,Peschanka,Podolia,Ol'gopol',1,South-West,3682,7506,mestechko,0,1,"","","","","Піщанка, Піщанська селищна громада, Тульчинський район, Вінницька область, 24700, Україна",3209,3209Ps1,202770894,Q2473540,48.2077558,28.8864581
1460,Rashkov,Podolia,Ol'gopol',1,South-West,3201,5823,mestechko,0,1,"","","","","Рашков, Районул Каменка / Каменский район / Кам'янський район, Нистрения / Приднестровье / Придністров'я, Moldova",3209,3209Rs1,278775813,Q2668895,47.9500431,28.8303236
1461,Zhabokrich,Podolia,Ol'gopol',1,South-West,1307,6252,mestechko,0,1,"","","",ז'בוקריץ',"Жабокрич, Крижопільська селищна громада, Тульчинський район, Вінницька область, 24640, Україна",3209,3209Zb1,337600397,Q4177731,48.3832397,29.0006939
1462,Zagnitkov,Podolia,Ol'gopol',1,South-West,560,4660,mestechko,0,1,"","","","","Загнітків, Кодимська міська громада, Подільський район, Одеська область, 66012, Україна",3209,3209Zg1,1112730878,Q703597,48.0456822,28.8915521
1463,Chernoostrov,Podolia,Proskurov,1,South-West,2216,2803,mestechko,0,1,"","","","","Чорний Острів, Хмельницька область, Україна",3210,3210Cr1,337556986,Q1973626,49.5050201,26.756082
1464,Fel'shtin,Podolia,Proskurov,1,South-West,1885,2002,mestechko,0,1,"","","","","Гвардійське, Хмельницька область, Україна",3210,3210Fl1,337562557,Q4134452,49.33617,26.70948
1465,Iarmolintsy,Podolia,Proskurov,1,South-West,2633,5298,mestechko,0,1,"","","","","Томашівка, Хмельницька область, Україна",3210,3210Ir1,337567918,Q2391335,49.1893102,26.8268091
1466,Kuz'min,Podolia,Proskurov,1,South-West,890,2940,mestechko,0,1,"","","","","Кузьмин, Городоцька міська громада, Хмельницький район, Хмельницька область, 32027, Україна",3210,3210Kz1,1102267181,Q4245375,49.2659332,26.5265735
1467,Nikolaev,Podolia,Proskurov,1,South-West,2189,3661,mestechko,0,1,"","","","","Миколаїв, Чорноострівська селищна громада, Хмельницький район, Хмельницька область, 31303, Україна",3210,3210Nk1,337553801,Q4320193,49.583359,26.839939
1468,Proskurov,Podolia,Proskurov,1,South-West,11411,22855,Uezdnyi gorod,0,1,"","","",חמלניצקי,"Хмельницький, Хмельницька область, Україна",3210,3210Pr1,251223522,Q156717,49.4196404,26.9793793
1469,Sharavka,Podolia,Proskurov,1,South-West,753,2079,mestechko,0,1,"","","","","Шарівка, Ярмолинецька селищна громада, Хмельницький район, Хмельницька область, 32132, Україна",3210,3210Sr1,337566905,Q4520677,49.220711,26.957174
1470,Satanov,Podolia,Proskurov,1,South-West,2848,4415,mestechko,0,1,"","","","","Сатанів, Сатанівська селищна громада, Хмельницький район, Хмельницька область, 32034, Україна",3210,3210St1,10049387609,Q2629630,49.2485345,26.2484407
1471,Tarnoruda,Podolia,Proskurov,1,South-West,351,2023,mestechko,0,1,"","","","","Тарноруда, Хмельницька область, Україна",3210,3210Tr1,337560151,Q615050,49.4075278,26.231961
1472,Dunaevtsy,Podolia,Novaia Ushitsa,1,South-West,1218,7849,mestechko,1,1,"",at_most,Calculated by subtraction from Total value any other groups mentioned in census for this place,דונייבצי,"Дунаївці, Хмельницька область, Україна",3211,3211Dn1,313203599,Q219767,48.886649,26.8476798
1473,Kalius,Podolia,Novaia Ushitsa,1,South-West,1897,3083,mestechko,0,1,"","","","","Калюс, Хмельницька область, Україна",3211,3211Kl1,691445420,"",48.6251142,27.3365211
1474,Kitaigorod,Podolia,Novaia Ushitsa,1,South-West,1087,2221,mestechko,0,1,"","","","","Китайгород, Китайгородська сільська громада, Кам’янець-Подільський район, Хмельницька область, 32392, Україна",3211,3211Kt1,337590846,Q4222386,48.646431,26.797029
1475,Min'kovtsy,Podolia,Novaia Ushitsa,1,South-West,2196,3278,mestechko,0,1,"","","","","Миньківці, Дунаєвецька міська громада, Кам’янець-Подільський район, Хмельницька область, 32463, Україна",3211,3211Mn1,337583231,Q2089710,48.853451,27.106359
1476,Murovannye Kurilovtsy,Podolia,Novaia Ushitsa,1,South-West,1410,4340,mestechko,0,1,"","","",מורובנייה קורילובצי,"Муровані Курилівці, Вінницька область, Україна",3211,3211Mr1,337588247,Q1999815,48.7146959,27.5331053
1477,Novaia Ushitsa,Podolia,Novaia Ushitsa,1,South-West,2213,6371,Uezdnyi gorod,0,1,"","","","","Нова Ушиця, Хмельницька область, Україна",3211,3211Nv1,337584174,Q2391355,48.83062,27.26678
1478,Ol'khovets,Podolia,Novaia Ushitsa,1,South-West,316,2365,mestechko,0,1,"","","","","Вільховець, Новоушицька селищна громада, Кам’янець-Подільський район, Хмельницька область, 32660, Україна",3211,3211Ol1,337588559,Q4334247,48.69654,27.3551381
1479,Sokolets,Podolia,Novaia Ushitsa,1,South-West,747,2746,mestechko,0,1,"","","","","Сокілець, Дунаєвецька міська громада, Кам’янець-Подільський район, Хмельницька область, 32472, Україна",3211,3211Sk1,337587137,Q4427015,48.7517121,27.0437869
1480,Solobkovtsy,Podolia,Novaia Ushitsa,1,South-West,1307,3372,mestechko,0,1,"","","","","Солобківці, Солобковецька сільська громада, Хмельницький район, Хмельницька область, 32162, Україна",3211,3211Sl1,337572974,Q4427921,49.0851181,26.919737
1481,Staraia Ushitsa,Podolia,Novaia Ushitsa,1,South-West,1583,4176,Zashtatnyi gorod,0,1,"","","","","Стара Ушиця, Хмельницька область, Україна",3211,3211St1,337592538,Q1973687,48.5970533,27.0742366
1482,Studenitsa,Podolia,Novaia Ushitsa,1,South-West,566,1911,mestechko,0,1,"","","","",Studenitsa,3211,3211St2,,"",48.5833,26.9167
1483,Von'kovtsy,Podolia,Novaia Ushitsa,1,South-West,1768,3150,mestechko,0,1,"","","","","Віньківці, Віньковецька селищна громада, Хмельницький район, Хмельницька область, 32500, Україна",3211,3211Vn1,173666569,Q2391347,49.0347398,27.2320952
1484,Verbovets,Podolia,Novaia Ushitsa,1,South-West,661,2311,Zashtatnyi gorod,0,1,"","","","","Вербовець, Мурованокуриловецька селищна громада, Могилів-Подільський район, Вінницька область, 23420, Україна",3211,3211Vr1,337587821,Q4107469,48.725739,27.42943
1485,Zamiehov,Podolia,Novaia Ushitsa,1,South-West,891,2217,mestechko,0,1,"","","","","Заміхів, Хмельницька область, Україна",3211,3211Zm1,337582860,Q4185714,48.8563879,27.3721554
1486,Zhvanchik,Podolia,Novaia Ushitsa,1,South-West,683,3050,mestechko,0,1,"","","","","Великий Жванчик, Хмельницька область, Україна",3211,3211Zv1,3205258314,Q4106511,48.760929,26.952986
1487,Borovka,Podolia,Iampol',1,South-West,633,6571,selo,1,1,"",at_most,Calculated by subtraction from Total value any other groups mentioned in census for this place,"","Трактове, Вінницька область, Україна",3212,3212Br1,337596180,Q4094325,48.506905,28.255505
1488,Chernevtsy,Podolia,Iampol',1,South-West,2274,8994,mestechko,0,1,"","","","","Чернівці, Чернівецька селищна громада, Могилів-Подільський район, Вінницька область, 24101, Україна",3212,3212Cr1,337594677,Q1999900,48.5406973,28.1221153
1489,Dzhurin,Podolia,Iampol',1,South-West,1585,4656,mestechko,0,1,"","","",דז'ורין,"Джурин, Вінницька область, Україна",3212,3212Dz1,337589579,Q2065103,48.681271,28.292053
1490,Dzygovka,Podolia,Iampol',1,South-West,2187,7194,mestechko,0,1,"","","",דזיהיבקה,"Дзиґівка, Вінницька область, Україна",3212,3212Dz2,337601064,Q2505762,48.353975,28.316277
1491,Goryshkovka,Podolia,Iampol',1,South-West,376,2136,mestechko,0,1,"","","","","Горишківка, Томашпільська селищна громада, Тульчинський район, Вінницька область, 24221, Україна",3212,3212Gr1,337591036,Q4146107,48.64085,28.613117
1492,Iul'iampol',Podolia,Iampol',1,South-West,175,496,derevnia,0,1,"","","","",Юліямпіль,3212,3212Il1,393277459,Q4534375,48.723137,28.483423
1493,Iampol',Podolia,Iampol',1,South-West,2823,6605,Uezdnyi gorod,0,1,"","","",יאמפיל,"Ямпіль, Ямпільська міська громада, Могилів-Подільський район, Вінницька область, 24500, Україна",3212,3212Im1,295860287,Q492297,48.2455558,28.2852657
1494,Iaruga,Podolia,Iampol',1,South-West,1271,2506,mestechko,0,1,"","","",יארוהה,"Яруга, Могилів-Подільська міська громада, Могилів-Подільський район, Вінницька область, 24062, Україна",3212,3212Ir1,337602306,Q4539021,48.3299481,28.0470655
1495,Komargorod,Podolia,Iampol',1,South-West,481,1909,mestechko,0,1,"","","","","Комаргород, Томашпільська селищна громада, Тульчинський район, Вінницька область, 24225, Україна",3212,3212Km1,337595162,Q4229229,48.535587,28.620165
1496,Kniazhe-Timanovka,Podolia,Iampol',1,South-West,1040,1094,mestechko,0,1,"","",Chosen according to http://www.jhc.photohunt.org.ua/knyazh.html,"",Тиманівка,3212,3212Kn1,337593332,Q4457323,48.5754828,28.8398895
