uid,index,district,district_id,court,court_id,type,entry_nr,level,name,area_ha,ref_parent,male,female,total,rom_cat,grk_cat,jews,othr,get,pol,rut,oth_lng,houses,lat,lon,modern_name,osm_id,wikidata_id,modern_type,nom_status
470102,7662.0,Podhajce,47.0,Podhajce,4701,mun,2.0,parent,Białokiernica,1463.0,,836.0,886.0,1722.0,1018.0,654.0,50.0,,,1109.0,613.0,,292.0,49.2806847,25.2288289,"Білокриниця, Підгаєцька міська громада, Тернопільський район, Тернопільська область, Україна",3166723.0,Q4082552,village,located
470103,7663.0,Podhajce,47.0,Podhajce,4701,mun,3.0,parent,Boków,902.0,,560.0,545.0,1105.0,151.0,944.0,10.0,,,142.0,963.0,,199.0,49.2564917,24.9042821,"Боків, Підгаєцька міська громада, Тернопільський район, Тернопільська область, Україна",3166687.0,Q4090577,village,located
470104,7664.0,Podhajce,47.0,Podhajce,4701,mun,4.0,parent,Bożyków,976.0,,659.0,670.0,1329.0,11.0,1241.0,77.0,,,88.0,1240.0,,219.0,49.31797,24.99527,"Божиків, Саранчуківська сільська громада, Тернопільський район, Тернопільська область, Україна",3166686.0,Q4090175,village,not_found
470105,7665.0,Podhajce,47.0,Podhajce,4701,mun,5.0,parent,Byszów,535.0,,394.0,390.0,784.0,236.0,546.0,2.0,,,238.0,546.0,,130.0,,,,,,,not_found
470106,7666.0,Podhajce,47.0,Podhajce,4701,mun,6.0,parent,Dobrowody,987.0,,681.0,702.0,1383.0,1212.0,171.0,,,,1383.0,,,217.0,49.15661,25.21431,"Доброводи, Монастириська міська громада, Чортківський район, Тернопільська область, Україна",3166914.0,Q4163578,village,located
470107,7667.0,Podhajce,47.0,Podhajce,4701,mun,7.0,parent,Dryszczów,817.0,,555.0,553.0,1108.0,344.0,698.0,66.0,,,410.0,698.0,,187.0,49.51984,24.92317,"Підлісне, Бережанська міська громада, Тернопільський район, Тернопільська область, Україна",3167406.0,Q4367735,village,not_found
470108,7668.0,Podhajce,47.0,Podhajce,4701,mun,8.0,parent,Gniłowody,615.0,,451.0,467.0,918.0,319.0,583.0,16.0,,,335.0,577.0,,172.0,49.2193204,25.2702611,"Гниловоди, Золотниківська сільська громада, Тернопільський район, Тернопільська область, Україна",3166826.0,Q4134449,village,located
470109,7669.0,Podhajce,47.0,Podhajce,4701,mun,9.0,parent,Halicz,,,665.0,627.0,1292.0,296.0,944.0,52.0,,,348.0,944.0,,190.0,49.2559778,25.1395503,"Галич, Підгаєцька міська громада, Тернопільський район, Тернопільська область, Україна",3166818.0,Q4132562,village,located
470110,7670.0,Podhajce,47.0,Podhajce,4701,mun,10.0,parent,Hnilcze,2487.0,,1265.0,1240.0,2505.0,783.0,1684.0,38.0,,,821.0,1678.0,,442.0,49.1903552,24.92764,"Гнильче, Підгаєцька міська громада, Тернопільський район, Тернопільська область, Україна",3166851.0,Q1621477,village,located
470111,7671.0,Podhajce,47.0,Podhajce,4701,mun,11.0,parent,Hołhocze,2144.0,,1301.0,1292.0,2593.0,116.0,2444.0,33.0,,,149.0,2444.0,,426.0,49.1887555,25.1544268,"Голгоча, Підгаєцька міська громада, Тернопільський район, Тернопільська область, Україна",3166854.0,Q4141337,village,located
470112,7672.0,Podhajce,47.0,Podhajce,4701,mun,12.0,parent,Horożanka,1834.0,,1100.0,1056.0,2156.0,491.0,1552.0,113.0,,,604.0,1552.0,,337.0,49.1461806,24.9213434,"Горожанка, Монастириська міська громада, Чортківський район, Тернопільська область, Україна",3166871.0,Q4145745,village,located
470113,7673.0,Podhajce,47.0,Podhajce,4701,mun,13.0,parent,Jabłonówka,358.0,,332.0,338.0,670.0,132.0,538.0,,,,132.0,538.0,,104.0,49.2261464,25.0641824,"Яблунівка, Підгаєцька міська громада, Тернопільський район, Тернопільська область, Україна",3167681.0,Q4535892,village,located
470114,7674.0,Podhajce,47.0,Podhajce,4701,mun,14.0,parent,Justynówka,,,198.0,226.0,424.0,103.0,315.0,6.0,,,109.0,315.0,,77.0,49.3395957,25.1929088,"Юстинівка, Підгаєцька міська громада, Тернопільський район, Тернопільська область, Україна",3167678.0,Q4535375,village,located
470115,7675.0,Podhajce,47.0,Podhajce,4701,mun,15.0,parent,Kamienna Góra,91.0,,93.0,81.0,174.0,35.0,137.0,2.0,,,37.0,137.0,,25.0,,,,,,,not_found
470116,7676.0,Podhajce,47.0,Podhajce,4701,mun,16.0,parent,Korzowa,736.0,,396.0,361.0,757.0,394.0,338.0,25.0,,,419.0,338.0,,132.0,49.1284528,25.0341538,"Коржова, Монастириська міська громада, Чортківський район, Тернопільська область, Україна",3167076.0,Q4233031,village,located
470117,7677.0,Podhajce,47.0,Podhajce,4701,mun,17.0,parent,Kotuzów,958.0,,575.0,596.0,1171.0,12.0,1138.0,21.0,,1.0,1.0,1169.0,,189.0,49.23454,25.31559,"Котузів, Золотниківська сільська громада, Тернопільський район, Тернопільська область, Україна",3167088.0,Q4236328,village,located
470118,7678.0,Podhajce,47.0,Podhajce,4701,mun,18.0,parent,Litwinów,1307.0,,675.0,649.0,1324.0,41.0,1282.0,1.0,,,42.0,1282.0,,221.0,49.29394,25.00694,"Литвинів, Підгаєцька міська громада, Тернопільський район, Тернопільська область, Україна",3167152.0,Q4263649,village,located
470119,7679.0,Podhajce,47.0,Podhajce,4701,mun,19.0,parent,Łysa,469.0,,281.0,297.0,578.0,22.0,544.0,12.0,,,34.0,544.0,,97.0,49.23935,25.01587,"Лиса, Підгаєцька міська громада, Тернопільський район, Тернопільська область, Україна",3167148.0,Q4270616,village,located
470120,7680.0,Podhajce,47.0,Podhajce,4701,mun,20.0,parent,Mądzelówka,720.0,,505.0,484.0,989.0,18.0,954.0,17.0,,,18.0,971.0,,191.0,,,,,,,not_found
470121,7681.0,Podhajce,47.0,Podhajce,4701,mun,21.0,parent,Markowa,735.0,,586.0,563.0,1149.0,375.0,749.0,22.0,3.0,13.0,366.0,770.0,,200.0,49.1616037,25.0403017,"Маркова, Монастириська міська громада, Чортківський район, Тернопільська область, Україна",3167207.0,Q4282082,village,located
470122,7682.0,Podhajce,47.0,Podhajce,4701,mun,22.0,parent,Michałówka,298.0,,216.0,224.0,440.0,106.0,323.0,11.0,,,40.0,400.0,,77.0,49.26784,25.27577,"Михайлівка, Підгаєцька міська громада, Тернопільський район, Тернопільська область, Україна",3167230.0,Q4297600,village,located
470123,7683.0,Podhajce,47.0,Podhajce,4701,mun,23.0,parent,Mużyłów,1567.0,,873.0,863.0,1736.0,117.0,1603.0,16.0,,,133.0,1603.0,,262.0,49.3059824,25.0979005,"Мужилів, Підгаєцька міська громада, Тернопільський район, Тернопільська область, Україна",3167251.0,Q4305823,village,located
470124,7684.0,Podhajce,47.0,Podhajce,4701,mun,24.0,parent,Nosów,1115.0,,746.0,743.0,1489.0,135.0,1316.0,38.0,,,175.0,1314.0,,233.0,49.2327117,24.9999213,"Носів, Підгаєцька міська громада, Тернопільський район, Тернопільська область, Україна",3167296.0,Q4327601,village,located
470125,7685.0,Podhajce,47.0,Podhajce,4701,mun,25.0,parent,Nowosiółka,4080.0,,1775.0,1763.0,3538.0,732.0,2691.0,115.0,,,847.0,2691.0,,616.0,49.3051504,25.198434,"Новосілка, Підгаєцька міська громада, Тернопільський район, Тернопільська область, Україна",3167294.0,Q4325710,village,located
470126,7686.0,Podhajce,47.0,Podhajce,4701,mun,26.0,parent,Panowice,,,215.0,203.0,418.0,399.0,3.0,16.0,,,418.0,,,64.0,49.17961,24.96162,"Пановичі, Підгаєцька міська громада, Тернопільський район, Тернопільська область, Україна",3167332.0,Q4344200,village,located
470127,7687.0,Podhajce,47.0,Podhajce,4701,mun,27.0,parent,Podhajce,2602.0,,2756.0,3034.0,5790.0,958.0,1074.0,3757.0,1.0,11.0,4847.0,931.0,1.0,694.0,49.2680238,25.1361578,"Підгайці, Підгаєцька міська громада, Тернопільський район, Тернопільська область, Україна",3167397.0,Q149170,town,located
470128,7688.0,Podhajce,47.0,Podhajce,4701,mun,28.0,parent,Rudniki,379.0,,262.0,289.0,551.0,25.0,519.0,7.0,,,32.0,519.0,,89.0,49.26647,25.02171,"Рудники, Підгаєцька міська громада, Тернопільський район, Тернопільська область, Україна",3167446.0,Q4399531,village,located
470129,7689.0,Podhajce,47.0,Podhajce,4701,mun,29.0,parent,Seredne,473.0,,241.0,258.0,499.0,58.0,437.0,4.0,,,62.0,437.0,,90.0,49.192423,25.0438776,"Середнє, Підгаєцька міська громада, Тернопільський район, Тернопільська область, Україна",3167475.0,Q4438520,village,located
470130,7690.0,Podhajce,47.0,Podhajce,4701,mun,30.0,parent,Siółko,1801.0,,659.0,638.0,1297.0,226.0,1057.0,14.0,,,243.0,1054.0,,196.0,49.2581253,25.1471478,"Сільце, Підгаєцька міська громада, Тернопільський район, Тернопільська область, Україна",3167550.0,Q7211105,village,located
470131,7691.0,Podhajce,47.0,Podhajce,4701,mun,31.0,parent,Sławentyn,851.0,,583.0,587.0,1170.0,53.0,1096.0,21.0,,,74.0,1096.0,,178.0,,,,,,,not_found
470132,7692.0,Podhajce,47.0,Podhajce,4701,mun,32.0,parent,Stare Miasto,,,608.0,692.0,1300.0,473.0,749.0,78.0,,,551.0,749.0,,191.0,49.2813043,25.1181988,"Старе Місто, Підгаєцька міська громада, Тернопільський район, Тернопільська область, Україна",3166855.0,Q4440309,village,located
470133,7693.0,Podhajce,47.0,Podhajce,4701,mun,33.0,parent,Szczepanów,512.0,,258.0,272.0,530.0,14.0,505.0,11.0,,,25.0,505.0,,89.0,49.3757737,25.1076901,"Щепанів, Козівська селищна громада, Тернопільський район, Тернопільська область, Україна",3167675.0,Q4528705,village,located
470134,7694.0,Podhajce,47.0,Podhajce,4701,mun,34.0,parent,Szumlany,1003.0,,776.0,815.0,1591.0,282.0,1263.0,46.0,,,328.0,1263.0,,233.0,49.2719301,24.8834145,"Шумляни, Саранчуківська сільська громада, Тернопільський район, Тернопільська область, Україна",3167669.0,Q4527801,village,not_found
470135,7695.0,Podhajce,47.0,Podhajce,4701,mun,35.0,parent,Szwejków,1217.0,,912.0,897.0,1809.0,780.0,985.0,44.0,,,824.0,985.0,,324.0,49.1490323,25.1618525,"Швейків, Монастириська міська громада, Чортківський район, Тернопільська область, Україна",3167651.0,Q4521736,village,located
470136,7696.0,Podhajce,47.0,Podhajce,4701,mun,36.0,parent,Telacze,892.0,,545.0,574.0,1119.0,18.0,1087.0,14.0,,,32.0,1087.0,,183.0,49.3523,25.11063,"Мирне, Підгаєцька міська громада, Тернопільський район, Тернопільська область, Україна",3167224.0,Q4295791,village,located
470137,7697.0,Podhajce,47.0,Podhajce,4701,mun,37.0,parent,Toustobaby,1562.0,,1078.0,1069.0,2147.0,1163.0,916.0,68.0,,,1231.0,916.0,,346.0,49.1361713,25.0054464,"Високе, Монастириська міська громада, Чортківський район, Тернопільська область, Україна",3166779.0,Q4129451,village,located
470138,7698.0,Podhajce,47.0,Podhajce,4701,mun,38.0,parent,Uhrynów,374.0,,327.0,322.0,649.0,256.0,371.0,22.0,,,278.0,371.0,,96.0,49.24965,25.08488,"Угринів, Підгаєцька міська громада, Тернопільський район, Тернопільська область, Україна",3167590.0,Q4469170,village,located
470139,7699.0,Podhajce,47.0,Podhajce,4701,mun,39.0,parent,Uwsie,704.0,,614.0,633.0,1247.0,72.0,1134.0,41.0,,,113.0,1134.0,,202.0,49.3729,25.23148,"Вівся, Козівська селищна громада, Тернопільський район, Тернопільська область, Україна",3166805.0,Q4110520,village,located
470140,7700.0,Podhajce,47.0,Podhajce,4701,mun,40.0,parent,Wierzbów,2328.0,,861.0,852.0,1713.0,166.0,1512.0,35.0,,,201.0,1512.0,,314.0,49.2307766,25.1333247,"Вербів, Підгаєцька міська громада, Тернопільський район, Тернопільська область, Україна",3166759.0,Q4107457,village,located
470141,7701.0,Podhajce,47.0,Podhajce,4701,mun,41.0,parent,Wolica,228.0,,300.0,274.0,574.0,333.0,222.0,19.0,,,352.0,222.0,,82.0,49.1937393,25.1272353,"Волиця, Підгаєцька міська громада, Тернопільський район, Тернопільська область, Україна",3166797.0,Q4123196,village,not_found
470142,7702.0,Podhajce,47.0,Podhajce,4701,mun,42.0,parent,Wołoszczyzna,597.0,,366.0,386.0,752.0,20.0,714.0,18.0,,,38.0,714.0,,120.0,49.31042,25.01106,"Волощина, Саранчуківська сільська громада, Тернопільський район, Тернопільська область, Україна",3166799.0,Q4124140,village,not_found
470143,7703.0,Podhajce,47.0,Podhajce,4701,mun,43.0,parent,Zahajce,,,241.0,230.0,471.0,307.0,153.0,11.0,,,318.0,153.0,,69.0,49.2814292,25.1539706,"Загайці, Підгаєцька міська громада, Тернопільський район, Тернопільська область, Україна",3166965.0,Q4183394,village,not_found
470144,7704.0,Podhajce,47.0,Podhajce,4701,mun,44.0,parent,Zastawce ad Podhajce,446.0,,383.0,370.0,753.0,279.0,465.0,9.0,,,288.0,465.0,,125.0,49.2143017,25.031243,"Заставче, Завалів, Підгаєцька міська громада, Тернопільський район, Тернопільська область, Україна",337567339.0,Q4188238,village,located
470145,7705.0,Podhajce,47.0,Podhajce,4701,mun,45.0,parent,Zastawcze ad Zawałów,584.0,,360.0,369.0,729.0,94.0,635.0,,,,94.0,635.0,,123.0,49.2143017,25.031243,"Заставче, Завалів, Підгаєцька міська громада, Тернопільський район, Тернопільська область, Україна",337567339.0,Q4188238,village,located
470146,7706.0,Podhajce,47.0,Podhajce,4701,mun,46.0,parent,Zaturzyn,302.0,,273.0,251.0,524.0,122.0,402.0,,,,122.0,402.0,,95.0,49.1773814,25.0597441,"Затурин, Підгаєцька міська громада, Тернопільський район, Тернопільська область, Україна",3166997.0,Q4188450,village,located
470147,7707.0,Podhajce,47.0,Podhajce,4701,mun,47.0,parent,Zawadówka,396.0,,358.0,347.0,705.0,456.0,215.0,34.0,,,490.0,215.0,,125.0,49.14219,25.05089,"Завадівка, Монастириська міська громада, Чортківський район, Тернопільська область, Україна",3166961.0,Q4182837,village,located
470148,7708.0,Podhajce,47.0,Podhajce,4701,mun,48.0,parent,Zawałów,856.0,,658.0,672.0,1330.0,238.0,747.0,345.0,,,584.0,746.0,,205.0,49.2060841,25.0330946,"Завалів, Підгаєцька міська громада, Тернопільський район, Тернопільська область, Україна",3166963.0,Q4182900,village,located
470101,7709.0,Podhajce,47.0,Podhajce,4701,estate,1.0,parent,Beckersdorf,9.0,1.0,,,,,,,,,,,,,49.3051504,25.198434,"Новосілка, Підгаєцька міська громада, Тернопільський район, Тернопільська область, Україна",3167294.0,Q4325710,village,not_found
470102,7710.0,Podhajce,47.0,Podhajce,4701,estate,2.0,parent,Białokiernica,628.0,2.0,34.0,36.0,70.0,16.0,7.0,47.0,,,70.0,,,8.0,49.2806847,25.2288289,"Білокриниця, Підгаєцька міська громада, Тернопільський район, Тернопільська область, Україна",3166723.0,Q4082552,village,located
470103,7711.0,Podhajce,47.0,Podhajce,4701,estate,3.0,parent,Boków,818.0,3.0,20.0,19.0,39.0,6.0,13.0,20.0,,,23.0,16.0,,8.0,49.2564917,24.9042821,"Боків, Підгаєцька міська громада, Тернопільський район, Тернопільська область, Україна",3166687.0,Q4090577,village,located
470104,7712.0,Podhajce,47.0,Podhajce,4701,estate,4.0,parent,Bożyków,1062.0,4.0,94.0,89.0,183.0,111.0,54.0,10.0,8.0,,182.0,,,21.0,49.31797,24.99527,"Божиків, Саранчуківська сільська громада, Тернопільський район, Тернопільська область, Україна",3166686.0,Q4090175,village,not_found
470105,7713.0,Podhajce,47.0,Podhajce,4701,estate,5.0,parent,Byszów,637.0,5.0,43.0,47.0,90.0,27.0,46.0,17.0,,,90.0,,,12.0,,,,,,,not_found
470106,7714.0,Podhajce,47.0,Podhajce,4701,estate,6.0,parent,Dobrowody,485.0,6.0,36.0,32.0,68.0,14.0,,54.0,,,68.0,,,8.0,49.15661,25.21431,"Доброводи, Монастириська міська громада, Чортківський район, Тернопільська область, Україна",3166914.0,Q4163578,village,located
470107,7715.0,Podhajce,47.0,Podhajce,4701,estate,7.0,parent,Dryszczów,592.0,7.0,45.0,38.0,83.0,26.0,25.0,32.0,,,83.0,,,13.0,49.51984,24.92317,"Підлісне, Бережанська міська громада, Тернопільський район, Тернопільська область, Україна",3167406.0,Q4367735,village,not_found
470108,7716.0,Podhajce,47.0,Podhajce,4701,estate,8.0,parent,Gniłowody,465.0,8.0,19.0,22.0,41.0,10.0,11.0,20.0,,,41.0,,,6.0,49.2193204,25.2702611,"Гниловоди, Золотниківська сільська громада, Тернопільський район, Тернопільська область, Україна",3166826.0,Q4134449,village,located
470109,7717.0,Podhajce,47.0,Podhajce,4701,estate,9.0,parent,Halicz,420.0,9.0,31.0,33.0,64.0,19.0,25.0,20.0,,,64.0,,,4.0,49.2559778,25.1395503,"Галич, Підгаєцька міська громада, Тернопільський район, Тернопільська область, Україна",3166818.0,Q4132562,village,located
470110,7718.0,Podhajce,47.0,Podhajce,4701,estate,10.0,parent,Hnilcze,760.0,10.0,13.0,18.0,31.0,14.0,2.0,15.0,,,29.0,2.0,,6.0,49.1903552,24.92764,"Гнильче, Підгаєцька міська громада, Тернопільський район, Тернопільська область, Україна",3166851.0,Q1621477,village,located
470111,7719.0,Podhajce,47.0,Podhajce,4701,estate,11.0,parent,Hołhocze,1778.0,11.0,88.0,85.0,173.0,100.0,34.0,33.0,6.0,,173.0,,,19.0,49.1887555,25.1544268,"Голгоча, Підгаєцька міська громада, Тернопільський район, Тернопільська область, Україна",3166854.0,Q4141337,village,located
470112,7720.0,Podhajce,47.0,Podhajce,4701,estate,12.0,parent,Horożanka,860.0,12.0,81.0,105.0,186.0,97.0,62.0,26.0,1.0,,186.0,,,20.0,49.1461806,24.9213434,"Горожанка, Монастириська міська громада, Чортківський район, Тернопільська область, Україна",3166871.0,Q4145745,village,located
470113,7721.0,Podhajce,47.0,Podhajce,4701,estate,13.0,parent,Jabłonówka,186.0,13.0,9.0,8.0,17.0,2.0,5.0,10.0,,,17.0,,,2.0,49.2261464,25.0641824,"Яблунівка, Підгаєцька міська громада, Тернопільський район, Тернопільська область, Україна",3167681.0,Q4535892,village,located
470114,7722.0,Podhajce,47.0,Podhajce,4701,estate,14.0,parent,Justynówka,339.0,14.0,17.0,13.0,30.0,6.0,12.0,12.0,,,30.0,,,3.0,49.3395957,25.1929088,"Юстинівка, Підгаєцька міська громада, Тернопільський район, Тернопільська область, Україна",3167678.0,Q4535375,village,located
470115,7723.0,Podhajce,47.0,Podhajce,4701,estate,15.0,parent,Kamienna Góra,141.0,15.0,,,,,,,,,,,,,,,,,,,not_found
470116,7724.0,Podhajce,47.0,Podhajce,4701,estate,16.0,parent,Korzowa,133.0,16.0,8.0,11.0,19.0,17.0,2.0,,,,19.0,,,3.0,49.1284528,25.0341538,"Коржова, Монастириська міська громада, Чортківський район, Тернопільська область, Україна",3167076.0,Q4233031,village,located
470117,7725.0,Podhajce,47.0,Podhajce,4701,estate,17.0,parent,Kotuzów,493.0,17.0,32.0,37.0,69.0,29.0,30.0,10.0,,,19.0,44.0,,6.0,49.23454,25.31559,"Котузів, Золотниківська сільська громада, Тернопільський район, Тернопільська область, Україна",3167088.0,Q4236328,village,located
470118,7726.0,Podhajce,47.0,Podhajce,4701,estate,18.0,parent,Litwinów,1406.0,18.0,121.0,111.0,232.0,97.0,117.0,18.0,,,231.0,,,28.0,49.29394,25.00694,"Литвинів, Підгаєцька міська громада, Тернопільський район, Тернопільська область, Україна",3167152.0,Q4263649,village,located
470119,7727.0,Podhajce,47.0,Podhajce,4701,estate,19.0,parent,Łysa,873.0,19.0,42.0,51.0,93.0,40.0,38.0,15.0,,,55.0,38.0,,10.0,49.23935,25.01587,"Лиса, Підгаєцька міська громада, Тернопільський район, Тернопільська область, Україна",3167148.0,Q4270616,village,located
470120,7728.0,Podhajce,47.0,Podhajce,4701,estate,20.0,parent,Mądzielówka,484.0,20.0,34.0,43.0,77.0,32.0,41.0,,4.0,,26.0,51.0,,9.0,,,,,,,not_found
470121,7729.0,Podhajce,47.0,Podhajce,4701,estate,21.0,parent,Markowa,921.0,21.0,4.0,4.0,8.0,6.0,,,2.0,,8.0,,,2.0,49.1616037,25.0403017,"Маркова, Монастириська міська громада, Чортківський район, Тернопільська область, Україна",3167207.0,Q4282082,village,located
470122,7730.0,Podhajce,47.0,Podhajce,4701,estate,22.0,parent,Michałówka,247.0,22.0,52.0,40.0,92.0,38.0,29.0,25.0,,,60.0,32.0,,8.0,49.26784,25.27577,"Михайлівка, Підгаєцька міська громада, Тернопільський район, Тернопільська область, Україна",3167230.0,Q4297600,village,located
470123,7731.0,Podhajce,47.0,Podhajce,4701,estate,23.0,parent,Mużyłów,2042.0,23.0,90.0,78.0,168.0,51.0,87.0,30.0,,,80.0,87.0,,22.0,49.3059824,25.0979005,"Мужилів, Підгаєцька міська громада, Тернопільський район, Тернопільська область, Україна",3167251.0,Q4305823,village,located
470124,7732.0,Podhajce,47.0,Podhajce,4701,estate,24.0,parent,Nosów,394.0,24.0,24.0,39.0,63.0,28.0,22.0,13.0,,,60.0,,,6.0,49.2327117,24.9999213,"Носів, Підгаєцька міська громада, Тернопільський район, Тернопільська область, Україна",3167296.0,Q4327601,village,located
470125,7733.0,Podhajce,47.0,Podhajce,4701,estate,25.0,parent,Nowosiółka,1748.0,25.0,106.0,100.0,206.0,91.0,39.0,65.0,11.0,9.0,197.0,,,25.0,49.3051504,25.198434,"Новосілка, Підгаєцька міська громада, Тернопільський район, Тернопільська область, Україна",3167294.0,Q4325710,village,located
470126,7734.0,Podhajce,47.0,Podhajce,4701,estate,26.0,parent,Panowice,56.0,26.0,7.0,8.0,15.0,,2.0,13.0,,,15.0,,,2.0,49.17961,24.96162,"Пановичі, Підгаєцька міська громада, Тернопільський район, Тернопільська область, Україна",3167332.0,Q4344200,village,located
470127,7735.0,Podhajce,47.0,Podhajce,4701,estate,27.0,parent,Podhajce,458.0,27.0,103.0,104.0,207.0,118.0,54.0,34.0,1.0,1.0,200.0,3.0,,17.0,49.2680238,25.1361578,"Підгайці, Підгаєцька міська громада, Тернопільський район, Тернопільська область, Україна",3167397.0,Q149170,town,located
470128,7736.0,Podhajce,47.0,Podhajce,4701,estate,28.0,parent,Rudniki,686.0,28.0,39.0,39.0,78.0,32.0,22.0,24.0,,,56.0,22.0,,10.0,49.26647,25.02171,"Рудники, Підгаєцька міська громада, Тернопільський район, Тернопільська область, Україна",3167446.0,Q4399531,village,located
470129,7737.0,Podhajce,47.0,Podhajce,4701,estate,29.0,parent,Seredne,399.0,29.0,2.0,2.0,4.0,,,4.0,,,4.0,,,1.0,49.192423,25.0438776,"Середнє, Підгаєцька міська громада, Тернопільський район, Тернопільська область, Україна",3167475.0,Q4438520,village,located
470130,7738.0,Podhajce,47.0,Podhajce,4701,estate,30.0,parent,Siółko,545.0,30.0,31.0,37.0,68.0,16.0,24.0,28.0,,,55.0,13.0,,9.0,49.2581253,25.1471478,"Сільце, Підгаєцька міська громада, Тернопільський район, Тернопільська область, Україна",3167550.0,Q7211105,village,located
470131,7739.0,Podhajce,47.0,Podhajce,4701,estate,31.0,parent,Sławentyn,1587.0,31.0,141.0,155.0,296.0,160.0,116.0,20.0,,,296.0,,,49.0,,,,,,,not_found
470133,7740.0,Podhajce,47.0,Podhajce,4701,estate,32.0,parent,Szczepanów,463.0,33.0,57.0,44.0,101.0,21.0,45.0,35.0,,,56.0,45.0,,11.0,49.3757737,25.1076901,"Щепанів, Козівська селищна громада, Тернопільський район, Тернопільська область, Україна",3167675.0,Q4528705,village,located
470134,7741.0,Podhajce,47.0,Podhajce,4701,estate,33.0,parent,Szumlany,968.0,34.0,46.0,52.0,98.0,57.0,12.0,25.0,4.0,,95.0,,,9.0,49.2719301,24.8834145,"Шумляни, Саранчуківська сільська громада, Тернопільський район, Тернопільська область, Україна",3167669.0,Q4527801,village,not_found
470135,7742.0,Podhajce,47.0,Podhajce,4701,estate,34.0,parent,Szwejków,1632.0,35.0,117.0,146.0,263.0,194.0,32.0,37.0,,,263.0,,,28.0,49.1490323,25.1618525,"Швейків, Монастириська міська громада, Чортківський район, Тернопільська область, Україна",3167651.0,Q4521736,village,located
470136,7743.0,Podhajce,47.0,Podhajce,4701,estate,35.0,parent,Telacze,939.0,36.0,61.0,67.0,128.0,46.0,59.0,23.0,,,118.0,10.0,,16.0,49.3523,25.11063,"Мирне, Підгаєцька міська громада, Тернопільський район, Тернопільська область, Україна",3167224.0,Q4295791,village,located
470137,7744.0,Podhajce,47.0,Podhajce,4701,estate,36.0,parent,Toustobaby,1256.0,37.0,61.0,86.0,147.0,78.0,42.0,27.0,,,147.0,,,18.0,49.1361713,25.0054464,"Високе, Монастириська міська громада, Чортківський район, Тернопільська область, Україна",3166779.0,Q4129451,village,located
470138,7745.0,Podhajce,47.0,Podhajce,4701,estate,37.0,parent,Uhrynów,864.0,38.0,119.0,107.0,226.0,127.0,91.0,8.0,,,172.0,54.0,,35.0,49.24965,25.08488,"Угринів, Підгаєцька міська громада, Тернопільський район, Тернопільська область, Україна",3167590.0,Q4469170,village,located
470139,7746.0,Podhajce,47.0,Podhajce,4701,estate,38.0,parent,Uwsie,581.0,39.0,36.0,37.0,73.0,6.0,44.0,23.0,,,29.0,44.0,,6.0,49.3729,25.23148,"Вівся, Козівська селищна громада, Тернопільський район, Тернопільська область, Україна",3166805.0,Q4110520,village,located
470140,7747.0,Podhajce,47.0,Podhajce,4701,estate,39.0,parent,Wierzbów,296.0,40.0,8.0,6.0,14.0,9.0,2.0,3.0,,,14.0,,,3.0,49.2307766,25.1333247,"Вербів, Підгаєцька міська громада, Тернопільський район, Тернопільська область, Україна",3166759.0,Q4107457,village,located
470141,7748.0,Podhajce,47.0,Podhajce,4701,estate,40.0,parent,Wolica,342.0,41.0,15.0,22.0,37.0,7.0,14.0,16.0,,,37.0,,,7.0,49.1937393,25.1272353,"Волиця, Підгаєцька міська громада, Тернопільський район, Тернопільська область, Україна",3166797.0,Q4123196,village,not_found
470142,7749.0,Podhajce,47.0,Podhajce,4701,estate,41.0,parent,Wołoszezyzna,468.0,42.0,16.0,16.0,32.0,7.0,8.0,17.0,,,32.0,,,5.0,49.31042,25.01106,"Волощина, Саранчуківська сільська громада, Тернопільський район, Тернопільська область, Україна",3166799.0,Q4124140,village,not_found
470143,7750.0,Podhajce,47.0,Podhajce,4701,estate,42.0,parent,Zahajce,523.0,43.0,44.0,44.0,88.0,71.0,17.0,,,,88.0,,,8.0,49.2814292,25.1539706,"Загайці, Підгаєцька міська громада, Тернопільський район, Тернопільська область, Україна",3166965.0,Q4183394,village,not_found
470144,7751.0,Podhajce,47.0,Podhajce,4701,estate,43.0,parent,Zastawce ad Hołhocze,586.0,44.0,56.0,47.0,103.0,50.0,29.0,24.0,,,74.0,29.0,,12.0,49.2143017,25.031243,"Заставче, Завалів, Підгаєцька міська громада, Тернопільський район, Тернопільська область, Україна",337567339.0,Q4188238,village,located
470145,7752.0,Podhajce,47.0,Podhajce,4701,estate,44.0,parent,Zastawce ad Zawałów,732.0,45.0,77.0,63.0,140.0,76.0,23.0,41.0,,,140.0,,,13.0,49.2143017,25.031243,"Заставче, Завалів, Підгаєцька міська громада, Тернопільський район, Тернопільська область, Україна",337567339.0,Q4188238,village,located
470146,7753.0,Podhajce,47.0,Podhajce,4701,estate,45.0,parent,Zaturzyn,208.0,46.0,10.0,14.0,24.0,4.0,,20.0,,,24.0,,,3.0,49.1773814,25.0597441,"Затурин, Підгаєцька міська громада, Тернопільський район, Тернопільська область, Україна",3166997.0,Q4188450,village,located
